question,fiche,fiche_ok,score_dense_no_lemma,score_sparse_no_lemma,score_dense_lemma,score_sparse_lemma,position_dense_no_lemma,position_sparse_no_lemma,position_dense_lemma,position_sparse_lemma,consistency_dense_no_lemma,consistency_sparse_no_lemma,consistency_dense_lemma,consistency_sparse_lemma,level
2980472_0,F17912,False,,23.089073,,,,1,,,,0.4,,,theme
2980472_0,F761,False,,20.58008,,,,2,,,,0.4,,,theme
2980472_0,F2376,False,,20.079556,,,,3,,,,0.4,,,theme
2980472_0,F34308,False,,19.520891,,,,4,,,,0.4,,,theme
2980472_0,F182,False,,18.925926,,,,5,,,,0.4,,,theme
2981046_0,F173,False,,44.452465,,,,4,,,,0.8,,,theme
2981046_0,F35218,False,,44.137444,,,,5,,,,0.8,,,theme
2982244_0,F1036,False,0.2777999999999565,19.937988,,,3,2,,,0.6,0.4,,,theme
2982244_0,F1343,False,,19.266384,,,,3,,,,0.4,,,theme
2982244_0,F34110,False,,18.49885,,,,4,,,,0.4,,,theme
2982244_0,F882,False,,17.333607,,,,5,,,,0.4,,,theme
2982245_0,F34808,False,,14.3857565,,,,1,,,,0.8,,,theme
2982245_0,F16242,False,,12.449241,,,,5,,,,0.8,,,theme
2983139_0,F2277,False,,18.670918,,,,1,,,,0.19999999999999996,,,theme
2983139_0,F32247,False,,16.249046,,,,2,,,,0.19999999999999996,,,theme
2983139_0,F2330.json,False,,14.412307,,,,3,,,,0.19999999999999996,,,theme
2983139_0,F2469,False,,13.659185,,,,4,,,,0.19999999999999996,,,theme
2983139_0,F2532,False,,12.728486,,,,5,,,,0.19999999999999996,,,theme
2983843_0,F31329.json,False,,19.318138,,,,1,,,,0.6,,,theme
2983843_0,F22158,False,,18.670292,,,,2,,,,0.6,,,theme
2983843_0,F34715,False,,18.330395,,,,4,,,,0.6,,,theme
2983843_0,F10793,False,,18.188128,,,,5,,,,0.6,,,theme
2983937_0,F33891,False,,16.311687,,,,1,,,,0.8,,,theme
2983937_0,F34551,False,,14.194395,,,,2,,,,0.8,,,theme
2983937_0,F31654,False,,14.017026,,,,4,,,,0.8,,,theme
2983937_0,F1485,False,,13.888176,,,,5,,,,0.8,,,theme
2984532_0,F173,False,,34.784035,,,,5,,,,0.8,,,theme
2984532_0,F35218,False,,34.795586,,,,4,,,,0.8,,,theme
2986083_0,F33959,False,,30.551554,,,,1,,,,0.8,,,theme
2986083_0,F16146,False,,30.504333,,,,2,,,,0.8,,,theme
2986083_0,F17556,False,,29.404032,,,,3,,,,0.8,,,theme
2986083_0,F17904,False,,29.210253,,,,5,,,,0.8,,,theme
2986782_0,F1728.json,False,,53.668644,,,,1,,,,0.4,,,theme
2986782_0,F1266,False,,50.788616,,,,2,,,,0.4,,,theme
2986782_0,F16271,False,,48.38621,,,,3,,,,0.4,,,theme
2986782_0,F1270,False,0.3354500000000371,47.76345,,,5,4,,,0.8,0.4,,,theme
2986782_0,F16274,False,,47.37662,,,,5,,,,0.4,,,theme
2988386_0,F18510,False,,14.50263,,,,1,,,,0.6,,,theme
2988386_0,F17759,False,,13.870328,,,,5,,,,0.6,,,theme
2988386_0,F2140,False,,14.046993,,,,4,,,,0.6,,,theme
2989604_0,F20752,False,,26.88092,,,,3,,,,0.6,,,theme
2989604_0,F31388,False,,25.3229,,,,5,,,,0.6,,,theme
2989604_0,F31423,False,,25.56497,,,,4,,,,0.6,,,theme
2989758_0,F32794,False,,19.140882,,,,1,,,,0.6,,,theme
2989758_0,F3152,False,,18.216791,,,,5,,,,0.6,,,theme
2989758_0,F1521,False,,18.438387,,,,3,,,,0.6,,,theme
2990168_0,F1389,False,,43.80886,,,,3,,,,1.0,,,theme
2990168_0,F1388,False,,37.9664,,,,5,,,,1.0,,,theme
2990328_0,F11166,False,,33.565754,,,,4,,,,0.8,,,theme
2990328_0,F1764,False,,36.50665,,,,3,,,,0.8,,,theme
2990328_0,F16146,False,,33.070538,,,,5,,,,0.8,,,theme
2992136_0,F2529,False,,31.253056,,,,5,,,,1.0,,,theme
2992136_0,F1270,False,0.3304000000000542,31.803007,,,4,4,,,0.8,1.0,,,theme
2992448_0,F13866,False,,36.16262,,,,1,,,,0.6,,,theme
2992448_0,F13278,False,,31.52865,,,,5,,,,0.6,,,theme
2992448_0,F12214,False,,31.77182,,,,4,,,,0.6,,,theme
2994077_0,F1656,False,,31.621159,,,,1,,,,0.8,,,theme
2994077_0,F21092,False,,26.049421,,,,5,,,,0.8,,,theme
2994077_0,F1373,False,,26.108597,,,,4,,,,0.8,,,theme
2994144_0,F991,False,0.38040000000000873,25.5996,,,4,5,,,1.0,1.0,,,theme
2994144_0,F10435,False,0.37639999999998963,26.713062,,,5,3,,,1.0,1.0,,,theme
2994621_0,F1664,False,,21.350195,,,,1,,,,0.8,,,theme
2994621_0,F2713,False,,19.9212,,,,5,,,,0.8,,,theme
2994663_0,F173,False,,40.229984,,,,4,,,,0.8,,,theme
2994663_0,F35218,False,,40.138626,,,,5,,,,0.8,,,theme
2994947_0,F34158,False,,31.430729,,,,1,,,,0.19999999999999996,,,theme
2994947_0,F10705,False,,24.113605,,,,2,,,,0.19999999999999996,,,theme
2994947_0,F2543,False,,23.161118,,,,3,,,,0.19999999999999996,,,theme
2994947_0,F33164,False,,22.71812,,,,4,,,,0.19999999999999996,,,theme
2994947_0,F32031,False,,20.046217,,,,5,,,,0.19999999999999996,,,theme
3003807_0,F3083.json,False,0.5412000000000035,29.47347,,,1,1,,,1.0,1.0,,,theme
3003807_0,F34717,False,0.49585000000001855,24.694635,,,4,5,,,1.0,1.0,,,theme
3003807_0,F33430,False,0.49585000000001855,26.349699,,,5,4,,,1.0,1.0,,,theme
3004090_0,F812,False,,21.912006,,,,2,,,,0.4,,,theme
3004090_0,F13887,False,,21.209759,,,,3,,,,0.4,,,theme
3004090_0,F16455,False,,20.71693,,,,4,,,,0.4,,,theme
3004090_0,F10485,False,,20.183811,,,,5,,,,0.4,,,theme
3004765_0,F10519,False,,44.205147,,,,1,,,,0.8,,,theme
3004765_0,F16540.json,False,,43.30806,,,,2,,,,0.8,,,theme
3004765_0,F12097,False,,43.160698,,,,3,,,,0.8,,,theme
3004765_0,F1050,False,,43.15667,,,,4,,,,0.8,,,theme
3004765_0,F10613,False,,42.86229,,,,5,,,,0.8,,,theme
3006061_0,F20789,False,,12.505175,,,,1,,,,0.19999999999999996,,,theme
3006061_0,F426,False,,11.564007,,,,2,,,,0.19999999999999996,,,theme
3006061_0,F32916,False,,11.55372,,,,3,,,,0.19999999999999996,,,theme
3006061_0,F34649,False,,11.180713,,,,4,,,,0.19999999999999996,,,theme
3006061_0,F31859,False,,11.094745,,,,5,,,,0.19999999999999996,,,theme
3007061_0,F20634,False,,18.159485,,,,1,,,,0.6,,,theme
3007061_0,F17638,False,,18.137304,,,,2,,,,0.6,,,theme
3007061_0,F12118,False,,18.027716,,,,3,,,,0.6,,,theme
3007061_0,F31430,False,,17.287838,,,,5,,,,0.6,,,theme
3008220_0,F34014,False,,27.736664,,,,5,,,,1.0,,,theme
3008996_0,F173,False,,20.411913,,,,5,,,,0.6,,,theme
3008996_0,F35218,False,,22.122763,,,,2,,,,0.6,,,theme
3008996_0,F16868,False,,20.808294,,,,4,,,,0.6,,,theme
3010933_0,F24615,False,0.10929999999996198,9.533243,,,4,3,,,0.8,0.6,,,theme
3010933_0,F12484,False,,8.943385,,,,4,,,,0.6,,,theme
3010933_0,F31592,False,,7.9677334,,,,5,,,,0.6,,,theme
3012939_0,F13897,False,,18.508059,,,,1,,,,0.4,,,theme
3012939_0,F31618,False,,17.012486,,,,2,,,,0.4,,,theme
3012939_0,F2258,False,,16.992651,,,,3,,,,0.4,,,theme
3012939_0,F2918,False,,16.93451,,,,4,,,,0.4,,,theme
3012939_0,F151,False,,16.711542,,,,5,,,,0.4,,,theme
3015088_0,F34416.json,False,0.1338500000000522,12.938803,,,4,1,,,0.6,0.6,,,theme
3015088_0,F12136,False,,12.294837,,,,2,,,,0.6,,,theme
3015088_0,F2213,False,,11.259489,,,,5,,,,0.6,,,theme
3015088_0,F32721,False,,11.995984,,,,4,,,,0.6,,,theme
3016148_0,F2471,False,,16.052786,,,,5,,,,0.8,,,theme
3016148_0,F31325,False,,16.718048,,,,2,,,,0.8,,,theme
3017039_0,F369,False,,16.570461,,,,1,,,,0.8,,,theme
3017039_0,F357,False,,14.978197,,,,2,,,,0.8,,,theme
3017039_0,F16139,False,,12.895852,,,,3,,,,0.8,,,theme
3017039_0,F32829,False,,11.538462,,,,4,,,,0.8,,,theme
3017039_0,F16142,False,,11.446216,,,,5,,,,0.8,,,theme
3017699_0,F1656,False,,63.994625,,,,1,,,,0.6,,,theme
3017699_0,F34757.json,False,,27.554373,,,,2,,,,0.6,,,theme
3017699_0,F31421,False,0.39635999999995875,26.782484,,,4,3,,,0.8,0.6,,,theme
3017699_0,F31413,False,,26.171524,,,,4,,,,0.6,,,theme
3017699_0,F21258,False,,25.997786,,,,5,,,,0.6,,,theme
3017937_0,F2828,False,,51.790443,,,,5,,,,1.0,,,theme
3017937_0,F2845,False,,53.956234,,,,4,,,,1.0,,,theme
3018230_0,F14873,False,,10.752546,,,,1,,,,0.8,,,theme
3018230_0,F2726,False,0.2998999999999796,8.437968,,,5,3,,,0.8,0.8,,,theme
3018230_0,F3070,False,,8.063752,,,,4,,,,0.8,,,theme
3018230_0,F3084.json,False,,7.588678,,,,5,,,,0.8,,,theme
3018778_0,F173,False,,23.45413,,,,5,,,,1.0,,,theme
3020284_0,F2687.json,False,,48.861313,,,,1,,,,0.6,,,theme
3020284_0,F2736,False,,46.472195,,,,2,,,,0.6,,,theme
3020284_0,F2718,False,,40.670662,,,,3,,,,0.6,,,theme
3020284_0,F21849,False,0.5252699999999777,39.325146,,,5,5,,,0.8,0.6,,,theme
3024425_0,F173,False,,57.420467,,,,4,,,,0.8,,,theme
3024425_0,F34812,False,,54.132652,,,,5,,,,0.8,,,theme
3029367_0,F32675,False,,17.72186,,,,5,,,,1.0,,,theme
3029566_0,F34635,False,,20.292395,,,,4,,,,1.0,,,theme
3029566_0,F17556,False,,21.93149,,,,3,,,,1.0,,,theme
3029566_0,F14128,False,,20.193974,,,,5,,,,1.0,,,theme
3030632_0,F14485,False,,35.403797,,,,4,,,,0.8,,,theme
3030632_0,F616,False,,34.441376,,,,5,,,,0.8,,,theme
3030928_0,F868,False,,18.386814,,,,1,,,,0.4,,,theme
3030928_0,F1429.json,False,,18.050322,,,,2,,,,0.4,,,theme
3030928_0,F1759,False,,17.328043,,,,3,,,,0.4,,,theme
3030928_0,F1373,False,,17.082922,,,,4,,,,0.4,,,theme
3030928_0,F1035,False,,17.011786,,,,5,,,,0.4,,,theme
3032516_0,F32744,False,,22.40352,,,,5,,,,1.0,,,theme
3037468_0,F34635,False,,33.23309,,,,5,,,,1.0,,,theme
3037468_0,F17556,False,,33.30443,,,,4,,,,1.0,,,theme
3038408_0,F3059,False,,27.610308,,,,4,,,,0.6,,,theme
3038408_0,F13946,False,,30.759453,,,,2,,,,0.6,,,theme
3038408_0,F13845,False,,30.65683,,,,3,,,,0.6,,,theme
3038408_0,F2918,False,,26.72167,,,,5,,,,0.6,,,theme
3039083_0,F142,False,,23.299475,,,,1,,,,0.4,,,theme
3039083_0,F24661,False,,23.294664,,,,2,,,,0.4,,,theme
3039083_0,F33359.json,False,0.30553999999995085,23.195559,,,3,3,,,0.6,0.4,,,theme
3039083_0,F3053,False,,21.750437,,,,4,,,,0.4,,,theme
3039083_0,F2258,False,,21.103569,,,,5,,,,0.4,,,theme
3041404_0,F35232,False,,19.35374,,,,2,,,,0.8,,,theme
3041404_0,F35268,False,,17.990152,,,,5,,,,0.8,,,theme
3041432_0,F19315,False,,22.437622,,,,2,,,,0.6,,,theme
3041432_0,F14876,False,0.6005000000000109,21.465168,,,2,3,,,0.8,0.6,,,theme
3041432_0,F2231,False,,21.13708,,,,4,,,,0.6,,,theme
3041432_0,F12189,False,0.5103000000000293,20.988394,,,5,5,,,0.8,0.6,,,theme
3041518_0,F11201,False,,23.877684,,,,5,,,,1.0,,,theme
3041518_0,F2710,False,,23.91255,,,,4,,,,1.0,,,theme
3041518_0,F17359,False,,24.002728,,,,3,,,,1.0,,,theme
3042106_0,F2258,False,,33.416855,,,,1,,,,0.6,,,theme
3042106_0,F1906,False,,30.458681,,,,4,,,,0.6,,,theme
3042106_0,F987,False,,30.068298,,,,5,,,,0.6,,,theme
3042214_0,F1707,False,0.31399999999996453,38.310966,,,3,2,,,0.8,1.0,,,theme
3042214_0,F1480,False,,34.12314,,,,5,,,,1.0,,,theme
3042300_0,F420,False,,31.476887,,,,1,,,,1.0,,,theme
3042300_0,F34808,False,,30.48818,,,,5,,,,1.0,,,theme
3042300_0,F34812,False,,31.182165,,,,3,,,,1.0,,,theme
3043939_0,F1379,False,,9.537535,,,,4,,,,0.6,,,theme
3043939_0,F1452,False,,9.835426,,,,3,,,,0.6,,,theme
3043939_0,F22637,False,,9.502959,,,,5,,,,0.6,,,theme
3044559_0,F2677,False,,9.533606,,,,1,,,,0.6,,,theme
3044559_0,F2595,False,,8.814416,,,,5,,,,0.6,,,theme
3044559_0,F2409,False,,9.02052,,,,3,,,,0.6,,,theme
3044559_0,F19066,False,,8.952068,,,,4,,,,0.6,,,theme
3045043_0,F33371,False,,26.520365,,,,1,,,,0.8,,,theme
3045043_0,F12118,False,,26.146368,,,,2,,,,0.8,,,theme
3045043_0,F34377,False,,25.875393,,,,4,,,,0.8,,,theme
3045043_0,F10613,False,,25.808155,,,,5,,,,0.8,,,theme
3045832_0,F1367,False,,35.931927,,,,3,,,,1.0,,,theme
3045832_0,F34778,False,0.41440000000000055,33.22202,,,4,4,,,1.0,1.0,,,theme
3045832_0,F1963,False,,33.162193,,,,5,,,,1.0,,,theme
3046935_0,F22479,False,,27.714087,,,,1,,,,0.4,,,theme
3046935_0,F794,False,,21.584597,,,,4,,,,0.4,,,theme
3046935_0,F33885,False,0.19820000000004256,21.725174,,,2,3,,,0.8,0.4,,,theme
3046935_0,F31444,False,,21.029846,,,,5,,,,0.4,,,theme
3049350_0,F1265,False,,19.743385,,,,5,,,,1.0,,,theme
3051150_0,F32823,False,,49.88659,,,,1,,,,0.8,,,theme
3051150_0,F17649,False,,45.921196,,,,2,,,,0.8,,,theme
3051150_0,F34635,False,,45.401337,,,,4,,,,0.8,,,theme
3051150_0,F173,False,,45.29952,,,,5,,,,0.8,,,theme
3051778_0,F15077,False,,25.472713,,,,1,,,,0.4,,,theme
3051778_0,F2326,False,,23.888659,,,,3,,,,0.4,,,theme
3051778_0,F18291,False,,22.129301,,,,4,,,,0.4,,,theme
3051778_0,F23476,False,,21.074532,,,,5,,,,0.4,,,theme
3053792_0,F887,False,,26.59023,,,,4,,,,1.0,,,theme
3053792_0,F15393,False,,26.957739,,,,3,,,,1.0,,,theme
3053792_0,F31217.json,False,,26.357409,,,,5,,,,1.0,,,theme
3053895_0,F34808,False,,27.475595,,,,4,,,,0.8,,,theme
3053895_0,F11534,False,0.42610000000001946,28.257391,,,5,3,,,1.0,0.8,,,theme
3053895_0,F173,False,,27.295303,,,,5,,,,0.8,,,theme
3053932_0,F1382,False,,20.380966,,,,1,,,,0.6,,,theme
3053932_0,F31802,False,0.3102000000000089,19.767523,,,5,2,,,0.8,0.6,,,theme
3053932_0,F33341.json,False,,18.2682,,,,3,,,,0.6,,,theme
3053932_0,F1384,False,,18.190699,,,,4,,,,0.6,,,theme
3053932_0,F1485,False,,18.09363,,,,5,,,,0.6,,,theme
3054047_0,N392.json,False,,15.240297,,,,1,,,,0.8,,,theme
3054047_0,F16871,False,,14.924576,,,,5,,,,0.8,,,theme
3054485_0,F20634,False,,14.992097,,,,4,,,,0.4,,,theme
3054485_0,F24023,False,,15.398082,,,,2,,,,0.4,,,theme
3054485_0,F2043,False,,15.303529,,,,3,,,,0.4,,,theme
3054485_0,F12,False,,14.543059,,,,5,,,,0.4,,,theme
3055261_0,F1656,False,,16.041111,,,,1,,,,0.8,,,theme
3055261_0,F2546,False,,9.651129,,,,5,,,,0.8,,,theme
3055890_0,F34808,False,,25.260134,,,,5,,,,1.0,,,theme
3056472_0,F34342.json,False,,23.810957,,,,1,,,,0.8,,,theme
3056472_0,F33885,False,,23.172028,,,,2,,,,0.8,,,theme
3056472_0,F1228,False,,22.778889,,,,4,,,,0.8,,,theme
3056472_0,F415,False,,21.594511,,,,5,,,,0.8,,,theme
3058145_0,F265,False,0.2584000000000515,18.732464,,,3,2,,,0.6,0.8,,,theme
3058145_0,F10662,False,,17.55515,,,,3,,,,0.8,,,theme
3058145_0,F21742,False,,15.572577,,,,5,,,,0.8,,,theme
3061796_0,F33885,False,,19.33488,,,,1,,,,0.6,,,theme
3061796_0,F35011,False,,16.672995,,,,2,,,,0.6,,,theme
3061796_0,F31443,False,,13.973164,,,,5,,,,0.6,,,theme
3064808_0,F14485,False,,25.806889,,,,4,,,,0.8,,,theme
3064808_0,F15132,False,,24.819876,,,,5,,,,0.8,,,theme
3064923_0,F1656,False,,34.215385,,,,1,,,,0.8,,,theme
3064923_0,F16225,False,,22.17066,,,,2,,,,0.8,,,theme
3064923_0,F15913,False,,21.983284,,,,5,,,,0.8,,,theme
3067264_0,F1468,False,,9.31893,,,,2,,,,0.6,,,theme
3067264_0,F1255,False,,8.280211,,,,4,,,,0.6,,,theme
3067264_0,F14208,False,,7.9686337,,,,5,,,,0.6,,,theme
3069351_0,F2782,False,,24.82531,,,,5,,,,1.0,,,theme
3070268_0,F34635,False,,52.068684,,,,5,,,,1.0,,,theme
3070541_0,F34789,False,,28.646893,,,,1,,,,0.8,,,theme
3070541_0,F31057,False,0.33360000000004675,27.485497,,,3,2,,,0.6,0.8,,,theme
3070541_0,F34812,False,,27.299744,,,,3,,,,0.8,,,theme
3070541_0,F11534,False,,26.159252,,,,5,,,,0.8,,,theme
3073016_0,F2252,False,,21.596344,,,,1,,,,0.6,,,theme
3073016_0,F14199,False,,20.684288,,,,4,,,,0.6,,,theme
3073016_0,F15819,False,,18.50833,,,,5,,,,0.6,,,theme
3073905_0,F13975.json,False,,17.101023,,,,1,,,,0.6,,,theme
3073905_0,F514,False,,16.058346,,,,3,,,,0.6,,,theme
3073905_0,F461,False,,15.18583,,,,4,,,,0.6,,,theme
3073905_0,F10252,False,,15.181716,,,,5,,,,0.6,,,theme
3075930_0,F905,False,,25.437506,,,,1,,,,0.6,,,theme
3075930_0,F33626,False,0.3119000000000369,20.493946,,,1,3,,,0.6,0.6,,,theme
3075930_0,F3076,False,,19.766474,,,,5,,,,0.6,,,theme
3076434_0,F1685,False,,12.357842,,,,3,,,,0.8,,,theme
3076434_0,F173,False,,12.406532,,,,2,,,,0.8,,,theme
3076434_0,F18683,False,,12.25968,,,,5,,,,0.8,,,theme
2825026_0,F31421,False,0.3262999999999465,,,,2,,,,0.8,,,,theme
2825026_0,F1962,True,0.31140000000004875,,,,5,,,,0.8,,,,theme
2825380_0,F12598.json,False,0.37463000000002467,,,,1,,,,0.8,,,,theme
2825380_0,F33902.json,False,0.3654000000000224,,,,2,,,,0.8,,,,theme
2825380_0,F1016,False,0.3583399999999983,,,,3,,,,0.8,,,,theme
2825380_0,F12803.json,False,0.3544299999999794,,,,4,,,,0.8,,,,theme
2832778_0,F2415,False,0.3288599999999633,,,,1,,,,0.8,,,,theme
2832778_0,F24612.json,False,0.3188000000000102,,,,3,,,,0.8,,,,theme
2833347_0,F11014.json,False,0.29160000000001673,,,,4,,,,1.0,,,,theme
2833347_0,F20199,False,0.28940000000000055,,,,5,,,,1.0,,,,theme
2835531_0,F1887,False,0.36159999999995307,,,,2,,,,0.8,,,,theme
2835531_0,F1035,False,0.3177500000000464,,,,5,,,,0.8,,,,theme
2835531_0,F21092,True,0.31989999999996144,,,,4,,,,0.8,,,,theme
2838696_0,F22116,False,0.470299999999952,,,,5,,,,0.8,,,,theme
2838820_0,F18142,False,0.403699999999958,,,,5,,,,0.8,,,,theme
2838820_0,F250.json,False,0.4116999999999962,,,,2,,,,0.8,,,,theme
2843311_0,F34773.json,False,0.3320300000000316,,,,1,,,,1.0,,,,theme
2843311_0,F31057,False,0.3157300000000305,,,,3,,,,1.0,,,,theme
2843311_0,F11860.json,False,0.3020000000000209,,,,4,,,,1.0,,,,theme
2843311_0,F16867.json,False,0.29970000000002983,,,,5,,,,1.0,,,,theme
2844165_0,F2615,False,0.2135600000000295,,,,3,,,,1.0,,,,theme
2844549_0,F1736,True,0.314640000000054,,,,4,,,,0.8,,,,theme
2844549_0,F1384,False,0.31380000000001473,,,,5,,,,0.8,,,,theme
2849982_0,F23657,False,0.20105000000000928,,,,5,,,,1.0,,,,theme
2849982_0,F33905,False,0.20336999999994987,,,,4,,,,1.0,,,,theme
2852611_0,F17293,False,0.41269999999997253,,,,5,,,,1.0,,,,theme
2855842_0,F10508.json,False,0.3296500000000151,,,,4,,,,1.0,,,,theme
2857592_0,F34154,True,0.34169999999994616,,,,4,,,,0.8,,,,theme
2857592_0,F34544,False,0.31066999999995915,,,,5,,,,0.8,,,,theme
2863205_0,F11863,False,0.3529999999999518,,,,1,,,,1.0,,,,theme
2863205_0,F17970,False,0.31389999999998963,,,,2,,,,1.0,,,,theme
2866276_0,F2686,False,0.19619999999997617,,,,3,,,,0.8,,,,theme
2866276_0,F34995,False,0.17079999999998563,,,,4,,,,0.8,,,,theme
2866276_0,F17611.json,False,0.16876000000002023,,,,5,,,,0.8,,,,theme
2866830_0,F2653,False,0.36053000000003976,,,,3,,,,0.8,,,,theme
2866830_0,F21849,False,0.35955999999998767,,,,4,,,,0.8,,,,theme
2866830_0,F33800,False,0.35940000000005057,,,,5,,,,0.8,,,,theme
2868442_0,F15390.json,False,0.33399999999994634,,,,1,,,,1.0,,,,theme
2868442_0,F31218,False,0.3307999999999538,,,,2,,,,1.0,,,,theme
2868442_0,F34375,False,0.30979999999999563,,,,4,,,,1.0,,,,theme
2872327_0,F34779,False,0.4313399999999774,,,,2,,,,0.6,,,,theme
2872327_0,F1811.json,False,0.4225500000000011,,,,4,,,,0.6,,,,theme
2872327_0,F1343,False,0.40967000000000553,,,,5,,,,0.6,,,,theme
2875202_0,F984,False,0.34339999999997417,,,,5,,,,1.0,,,,theme
2880941_0,F1480,False,0.3026999999999589,,,,4,,,,1.0,,,,theme
2880941_0,F33425,False,0.2953499999999849,,,,5,,,,1.0,,,,theme
2882782_0,F20740,True,0.22649999999998727,,,,2,,,,1.0,,,,theme
2883509_0,F18713,False,0.2518000000000029,,,,2,,,,0.6,,,,theme
2883509_0,F31413,False,0.23914000000002034,,,,3,,,,0.6,,,,theme
2886232_0,F12096,False,0.3544299999999794,,,,2,,,,0.8,,,,theme
2886232_0,F31133,False,0.3410599999999704,,,,5,,,,0.8,,,,theme
2887844_0,F11201,False,0.5579000000000178,,,,5,,,,1.0,,,,theme
2949850_0,F107.json,False,0.37639999999998963,,,,1,,,,1.0,,,,theme
2949850_0,F2234,False,0.33983999999998105,,,,5,,,,1.0,,,,theme
2949899_0,F42,False,0.2617999999999938,,,,5,,,,1.0,,,,theme
2956706_0,F32454,False,0.43255999999996675,,,,1,,,,0.6,,,,theme
2956706_0,F12136,False,0.41409999999996217,,,,2,,,,0.6,,,,theme
2956706_0,F2741,True,0.4122300000000223,,,,3,,,,0.6,,,,theme
2956706_0,F34840.json,False,0.41020000000003165,,,,4,,,,0.6,,,,theme
2956706_0,F15402,False,0.4017000000000053,,,,5,,,,0.6,,,,theme
2966316_0,F1291,False,0.27070000000003347,,,,3,,,,0.8,,,,theme
2966316_0,F1431.json,False,0.2766000000000304,,,,2,,,,0.8,,,,theme
2966316_0,F1427,True,0.269800000000032,,,,5,,,,0.8,,,,theme
2968383_0,F14876,False,0.5469000000000506,,,,5,,,,0.8,,,,theme
2972858_0,F18723.json,False,0.4419000000000324,,,,1,,,,0.8,,,,theme
2972858_0,F31421,False,0.4272999999999456,,,,3,,,,0.8,,,,theme
2972858_0,F12567,False,0.4175000000000182,,,,4,,,,0.8,,,,theme
2973556_0,F362.json,False,0.4391000000000531,,,,1,,,,0.8,,,,theme
2977073_0,F3178,False,0.1896000000000413,,,,3,,,,0.8,,,,theme
2977073_0,F415,False,0.1792000000000371,,,,5,,,,0.8,,,,theme
2984838_0,F1270,False,0.4451999999999998,,,,1,,,,0.8,,,,theme
2984838_0,F1632,False,0.4256599999999935,,,,5,,,,0.8,,,,theme
2989426_0,F12118,False,0.3649000000000342,,,,5,,,,1.0,,,,theme
2989604_0,F21035,True,0.3936999999999671,,,,3,,,,1.0,,,,theme
2989604_0,F2417,False,0.3612000000000535,,,,5,,,,1.0,,,,theme
2992136_0,F21571,True,0.40625,,,,2,,,,0.8,,,,theme
2992136_0,F820.json,False,0.38823999999999614,,,,3,,,,0.8,,,,theme
2992136_0,F2009,False,0.32525999999995747,,,,5,,,,0.8,,,,theme
2994144_0,F10508.json,False,0.38419999999996435,,,,2,,,,1.0,,,,theme
2994144_0,F1728.json,False,0.3826999999999998,,,,3,,,,1.0,,,,theme
2994621_0,F33800,False,0.40830000000005384,,,,1,,,,0.6,,,,theme
2994621_0,F2728,True,0.4032999999999447,,,,3,,,,0.6,,,,theme
2994621_0,F33430,False,0.40039999999999054,,,,4,,,,0.6,,,,theme
2994621_0,F15402,False,0.3955999999999449,,,,5,,,,0.6,,,,theme
2994994_0,F16876,False,0.32770000000004984,,,,3,,,,1.0,,,,theme
3000039_0,F18605,False,0.23710000000005493,,,,2,,,,0.6,,,,theme
3000556_0,F18704,False,0.34862999999995736,,,,5,,,,1.0,,,,theme
3001821_0,F704,False,0.4147000000000389,,,,3,,,,1.0,,,,theme
3002444_0,F11601.json,False,0.394800000000032,,,,3,,,,1.0,,,,theme
3002444_0,F1887,False,0.3586999999999989,,,,5,,,,1.0,,,,theme
3003069_0,F32927,False,0.22469999999998436,,,,5,,,,1.0,,,,theme
3012939_0,F1016,True,0.3554699999999684,,,,3,,,,1.0,,,,theme
3012939_0,F2266,False,0.3167999999999438,,,,5,,,,1.0,,,,theme
3018778_0,F1925,True,0.29363999999998214,,,,2,,,,0.8,,,,theme
3018778_0,F250.json,False,0.28545999999994365,,,,3,,,,0.8,,,,theme
3018778_0,F18142,False,0.2635500000000093,,,,4,,,,0.8,,,,theme
3018778_0,F32277,False,0.25490000000002055,,,,5,,,,0.8,,,,theme
3019342_0,F932.json,False,0.38585999999997966,,,,1,,,,0.8,,,,theme
3019342_0,F15006.json,False,0.38556000000005497,,,,2,,,,0.8,,,,theme
3019342_0,F15018,False,0.3636500000000069,,,,5,,,,0.8,,,,theme
3020284_0,F11201,True,0.5436999999999443,,,,1,,,,0.8,,,,theme
3020284_0,F1375,False,0.5333000000000538,,,,2,,,,0.8,,,,theme
3021412_0,F14199,True,0.28156000000001313,,,,1,,,,0.8,,,,theme
3021412_0,F10416.json,False,0.2611699999999928,,,,2,,,,0.8,,,,theme
3021412_0,F2236.json,False,0.2215999999999667,,,,5,,,,0.8,,,,theme
3022349_0,F17375.json,False,0.3294700000000148,,,,1,,,,1.0,,,,theme
3022349_0,F34377,False,0.28930000000002565,,,,4,,,,1.0,,,,theme
3024425_0,F11534,False,0.4201699999999846,,,,2,,,,0.8,,,,theme
3024425_0,F1459,True,0.41314999999997326,,,,5,,,,0.8,,,,theme
3024425_0,F34816,False,0.4189000000000078,,,,4,,,,0.8,,,,theme
3025978_0,F17293,False,0.4117999999999711,,,,2,,,,1.0,,,,theme
3025978_0,F1309.json,False,0.39970000000005257,,,,4,,,,1.0,,,,theme
3029277_0,F35218,False,0.25134000000002743,,,,5,,,,1.0,,,,theme
3036676_0,F274,False,0.15954999999996744,,,,4,,,,0.8,,,,theme
3038408_0,F1649,True,0.3523000000000138,,,,4,,,,0.8,,,,theme
